dport,sport,protocol,flags,time bw prev packet,spkts,dpkts,pkt_len,ttl,payload size,label
56770,22,6,A,0.00035953521728515625,32,0,0,64,224,ssh-bruteforce
56668,22,6,A,0.0003006458282470703,32,0,0,64,224,ssh-bruteforce
56688,22,6,A,0.003873109817504883,32,0,0,64,224,ssh-bruteforce
56644,22,6,A,0.016003847122192383,32,0,0,64,224,ssh-bruteforce
22,56720,6,PA,0.0846712589263916,0,76,44,64,224,ssh-bruteforce
56720,22,6,A,0.0004801750183105469,32,0,0,64,224,ssh-bruteforce
56720,22,6,PA,0.00044345855712890625,76,0,44,64,224,ssh-bruteforce
22,56770,6,PA,0.08259797096252441,0,108,76,64,224,ssh-bruteforce
56770,22,6,A,0.0005452632904052734,44,0,0,64,224,ssh-bruteforce
22,56654,6,PA,0.00034546852111816406,0,108,76,64,224,ssh-bruteforce
56654,22,6,A,0.00038051605224609375,44,0,0,64,224,ssh-bruteforce
22,56706,6,PA,0.0003418922424316406,0,108,76,64,224,ssh-bruteforce
56706,22,6,A,0.0010325908660888672,44,0,0,64,224,ssh-bruteforce
22,56668,6,PA,0.0007312297821044922,0,108,76,64,224,ssh-bruteforce
56668,22,6,A,0.0006787776947021484,44,0,0,64,224,ssh-bruteforce
22,56720,6,PA,0.0022950172424316406,0,92,60,64,224,ssh-bruteforce
22,56644,6,PA,0.003652811050415039,0,108,76,64,224,ssh-bruteforce
56644,22,6,A,0.0005004405975341797,44,0,0,64,224,ssh-bruteforce
56720,22,6,PA,0.0030362606048583984,84,0,52,64,224,ssh-bruteforce
22,56720,6,PA,0.009086132049560547,0,108,76,64,224,ssh-bruteforce
56720,22,6,A,0.04123735427856445,32,0,0,64,224,ssh-bruteforce
56704,22,6,PA,2.4420201778411865,84,0,52,64,224,ssh-bruteforce
56750,22,6,PA,0.00048065185546875,84,0,52,64,224,ssh-bruteforce
56656,22,6,PA,0.0004017353057861328,84,0,52,64,224,ssh-bruteforce
22,56704,6,PA,0.005147695541381836,0,108,76,64,224,ssh-bruteforce
